[Tue Apr 14 21:44:06 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 1 | Ocupados: 2 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:44:09 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 5 | Ocupados: 20 | VIP Libres: 0 | Esperando: 28 | Desistieron: 2
[Tue Apr 14 21:44:09 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 7 | Ocupados: 20 | VIP Libres: 0 | Esperando: 27 | Desistieron: 3
[Tue Apr 14 21:44:09 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 8 | Ocupados: 20 | VIP Libres: 0 | Esperando: 26 | Desistieron: 4
[Tue Apr 14 21:44:09 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 9 | Ocupados: 20 | VIP Libres: 0 | Esperando: 25 | Desistieron: 5
[Tue Apr 14 21:44:09 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 10 | Ocupados: 20 | VIP Libres: 0 | Esperando: 24 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: SALIDA | TIPO: Carro | ID: 11 | Ocupados: 19 | VIP Libres: 1 | Esperando: 24 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 30 | Ocupados: 20 | VIP Libres: 0 | Esperando: 23 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: SALIDA | TIPO: Carro | ID: 25 | Ocupados: 19 | VIP Libres: 1 | Esperando: 23 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 41 | Ocupados: 20 | VIP Libres: 0 | Esperando: 22 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: SALIDA | TIPO: Carro | ID: 15 | Ocupados: 19 | VIP Libres: 1 | Esperando: 22 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 40 | Ocupados: 20 | VIP Libres: 0 | Esperando: 21 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: SALIDA | TIPO: Carro | ID: 18 | Ocupados: 19 | VIP Libres: 1 | Esperando: 21 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 33 | Ocupados: 20 | VIP Libres: 0 | Esperando: 20 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: SALIDA | TIPO: Carro | ID: 19 | Ocupados: 19 | VIP Libres: 1 | Esperando: 20 | Desistieron: 6
[Tue Apr 14 21:44:09 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 35 | Ocupados: 20 | VIP Libres: 0 | Esperando: 19 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 28 | Ocupados: 19 | VIP Libres: 1 | Esperando: 19 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 43 | Ocupados: 20 | VIP Libres: 0 | Esperando: 18 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 21 | Ocupados: 19 | VIP Libres: 1 | Esperando: 18 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 42 | Ocupados: 20 | VIP Libres: 0 | Esperando: 17 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 32 | Ocupados: 19 | VIP Libres: 1 | Esperando: 17 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 44 | Ocupados: 20 | VIP Libres: 0 | Esperando: 16 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 23 | Ocupados: 19 | VIP Libres: 1 | Esperando: 16 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 45 | Ocupados: 20 | VIP Libres: 0 | Esperando: 15 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 34 | Ocupados: 19 | VIP Libres: 1 | Esperando: 15 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 46 | Ocupados: 20 | VIP Libres: 0 | Esperando: 14 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 39 | Ocupados: 19 | VIP Libres: 1 | Esperando: 14 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 47 | Ocupados: 20 | VIP Libres: 0 | Esperando: 13 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 41 | Ocupados: 19 | VIP Libres: 1 | Esperando: 13 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 48 | Ocupados: 20 | VIP Libres: 0 | Esperando: 12 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 26 | Ocupados: 19 | VIP Libres: 1 | Esperando: 12 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 49 | Ocupados: 20 | VIP Libres: 0 | Esperando: 11 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 14 | Ocupados: 19 | VIP Libres: 1 | Esperando: 11 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 50 | Ocupados: 20 | VIP Libres: 0 | Esperando: 10 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: SALIDA | TIPO: Carro | ID: 37 | Ocupados: 19 | VIP Libres: 1 | Esperando: 10 | Desistieron: 6
[Tue Apr 14 21:44:10 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 51 | Ocupados: 20 | VIP Libres: 0 | Esperando: 9 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: SALIDA | TIPO: Carro | ID: 20 | Ocupados: 19 | VIP Libres: 1 | Esperando: 9 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 53 | Ocupados: 20 | VIP Libres: 0 | Esperando: 8 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: SALIDA | TIPO: Camion | ID: 6 | Ocupados: 18 | VIP Libres: 0 | Esperando: 8 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 55 | Ocupados: 19 | VIP Libres: 0 | Esperando: 7 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 52 | Ocupados: 20 | VIP Libres: 0 | Esperando: 6 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: SALIDA | TIPO: Carro | ID: 24 | Ocupados: 19 | VIP Libres: 1 | Esperando: 6 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 54 | Ocupados: 20 | VIP Libres: 0 | Esperando: 5 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: SALIDA | TIPO: Carro | ID: 30 | Ocupados: 19 | VIP Libres: 1 | Esperando: 5 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 56 | Ocupados: 20 | VIP Libres: 0 | Esperando: 4 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: SALIDA | TIPO: Carro | ID: 48 | Ocupados: 19 | VIP Libres: 1 | Esperando: 4 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 57 | Ocupados: 20 | VIP Libres: 0 | Esperando: 3 | Desistieron: 6
[Tue Apr 14 21:44:11 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Carro | ID: 59 | Ocupados: 20 | VIP Libres: 0 | Esperando: 2 | Desistieron: 7
[Tue Apr 14 21:44:11 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Carro | ID: 58 | Ocupados: 20 | VIP Libres: 0 | Esperando: 1 | Desistieron: 8
[Tue Apr 14 21:44:12 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Carro | ID: 60 | Ocupados: 20 | VIP Libres: 0 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 44 | Ocupados: 19 | VIP Libres: 1 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 45 | Ocupados: 18 | VIP Libres: 2 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 47 | Ocupados: 17 | VIP Libres: 3 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 56 | Ocupados: 16 | VIP Libres: 4 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 49 | Ocupados: 15 | VIP Libres: 5 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 40 | Ocupados: 14 | VIP Libres: 5 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:44:12 2026] EVENTO: SALIDA | TIPO: Carro | ID: 36 | Ocupados: 13 | VIP Libres: 5 | Esperando: 0 | Desistieron: 9
[Tue Apr 14 21:46:12 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 1 | Ocupados: 2 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 2 | Ocupados: 4 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 3 | Ocupados: 6 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 11 | Ocupados: 7 | VIP Libres: 4 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 12 | Ocupados: 8 | VIP Libres: 3 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 13 | Ocupados: 9 | VIP Libres: 2 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 14 | Ocupados: 10 | VIP Libres: 1 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 15 | Ocupados: 11 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 16 | Ocupados: 12 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 17 | Ocupados: 13 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 18 | Ocupados: 14 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 19 | Ocupados: 15 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 20 | Ocupados: 16 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:13 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 21 | Ocupados: 17 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:14 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 22 | Ocupados: 18 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:14 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 23 | Ocupados: 19 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:14 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 24 | Ocupados: 20 | VIP Libres: 0 | Esperando: 7 | Desistieron: 0
[Tue Apr 14 21:46:14 2026] EVENTO: SALIDA | TIPO: Carro | ID: 15 | Ocupados: 19 | VIP Libres: 1 | Esperando: 16 | Desistieron: 0
[Tue Apr 14 21:46:14 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 25 | Ocupados: 20 | VIP Libres: 0 | Esperando: 15 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: SALIDA | TIPO: Camion | ID: 3 | Ocupados: 18 | VIP Libres: 0 | Esperando: 23 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 26 | Ocupados: 19 | VIP Libres: 0 | Esperando: 22 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: SALIDA | TIPO: Carro | ID: 24 | Ocupados: 18 | VIP Libres: 1 | Esperando: 24 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 28 | Ocupados: 19 | VIP Libres: 0 | Esperando: 23 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: SALIDA | TIPO: Carro | ID: 12 | Ocupados: 18 | VIP Libres: 1 | Esperando: 31 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 29 | Ocupados: 19 | VIP Libres: 0 | Esperando: 30 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: SALIDA | TIPO: Carro | ID: 16 | Ocupados: 18 | VIP Libres: 1 | Esperando: 34 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 30 | Ocupados: 19 | VIP Libres: 0 | Esperando: 33 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: SALIDA | TIPO: Carro | ID: 17 | Ocupados: 18 | VIP Libres: 1 | Esperando: 33 | Desistieron: 0
[Tue Apr 14 21:46:15 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 31 | Ocupados: 19 | VIP Libres: 0 | Esperando: 32 | Desistieron: 0
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 33 | Ocupados: 18 | VIP Libres: 0 | Esperando: 36 | Desistieron: 0
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Camion | ID: 2 | Ocupados: 18 | VIP Libres: 0 | Esperando: 36 | Desistieron: 0
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 32 | Ocupados: 19 | VIP Libres: 0 | Esperando: 35 | Desistieron: 0
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Carro | ID: 26 | Ocupados: 18 | VIP Libres: 1 | Esperando: 35 | Desistieron: 0
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 34 | Ocupados: 19 | VIP Libres: 0 | Esperando: 34 | Desistieron: 0
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 4 | Ocupados: 19 | VIP Libres: 0 | Esperando: 33 | Desistieron: 1
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 35 | Ocupados: 20 | VIP Libres: 0 | Esperando: 32 | Desistieron: 1
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 5 | Ocupados: 20 | VIP Libres: 0 | Esperando: 31 | Desistieron: 2
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Carro | ID: 28 | Ocupados: 19 | VIP Libres: 1 | Esperando: 31 | Desistieron: 2
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 36 | Ocupados: 20 | VIP Libres: 0 | Esperando: 30 | Desistieron: 2
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 6 | Ocupados: 20 | VIP Libres: 0 | Esperando: 29 | Desistieron: 3
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 7 | Ocupados: 20 | VIP Libres: 0 | Esperando: 28 | Desistieron: 4
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 8 | Ocupados: 20 | VIP Libres: 0 | Esperando: 27 | Desistieron: 5
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 9 | Ocupados: 20 | VIP Libres: 0 | Esperando: 26 | Desistieron: 6
[Tue Apr 14 21:46:16 2026] EVENTO: DESISTE (TIMEOUT) | TIPO: Camion | ID: 10 | Ocupados: 20 | VIP Libres: 0 | Esperando: 25 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Carro | ID: 14 | Ocupados: 19 | VIP Libres: 1 | Esperando: 25 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 37 | Ocupados: 20 | VIP Libres: 0 | Esperando: 24 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Carro | ID: 30 | Ocupados: 19 | VIP Libres: 1 | Esperando: 24 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 38 | Ocupados: 20 | VIP Libres: 0 | Esperando: 23 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Carro | ID: 18 | Ocupados: 19 | VIP Libres: 1 | Esperando: 23 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 39 | Ocupados: 20 | VIP Libres: 0 | Esperando: 22 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Camion | ID: 1 | Ocupados: 18 | VIP Libres: 0 | Esperando: 22 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 41 | Ocupados: 19 | VIP Libres: 0 | Esperando: 21 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 40 | Ocupados: 20 | VIP Libres: 0 | Esperando: 20 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: SALIDA | TIPO: Carro | ID: 20 | Ocupados: 19 | VIP Libres: 1 | Esperando: 20 | Desistieron: 7
[Tue Apr 14 21:46:16 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 27 | Ocupados: 20 | VIP Libres: 0 | Esperando: 19 | Desistieron: 7
[Tue Apr 14 21:46:17 2026] EVENTO: SALIDA | TIPO: Carro | ID: 23 | Ocupados: 19 | VIP Libres: 1 | Esperando: 19 | Desistieron: 7
[Tue Apr 14 21:46:17 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 42 | Ocupados: 20 | VIP Libres: 0 | Esperando: 18 | Desistieron: 7
[Tue Apr 14 21:46:17 2026] EVENTO: SALIDA | TIPO: Carro | ID: 11 | Ocupados: 19 | VIP Libres: 1 | Esperando: 18 | Desistieron: 7
[Tue Apr 14 21:46:17 2026] EVENTO: ENTRADA | TIPO: Carro | ID: 43 | Ocupados: 20 | VIP Libres: 0 | Esperando: 17 | Desistieron: 7
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 1 | Ocupados: 2 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
[Tue Apr 14 21:46:32 2026] EVENTO: ENTRADA | TIPO: Camion | ID: 2 | Ocupados: 4 | VIP Libres: 5 | Esperando: 0 | Desistieron: 0
